,ChEMBL ID,Name,SMILES,Molecular Weight,LogP,HBA,HBD,TPSA,Protein
517,CHEMBL1276495,,CCN1CCC[C@H]1CNC(=O)c1c(OC)c(O)cc(Br)c1[N+](=O)[O-],402.25,2.29,6,2,104.94,DRD2
518,CHEMBL1276496,,CCN1CCC[C@H]1CNC(=O)c1cc(I)cc(O)c1OC,404.25,2.22,4,2,61.80,DRD2
519,CHEMBL1276527,,CCN1CCC[C@H]1CNC(=O)c1c(Cl)c(C)cc(O)c1OC,326.82,2.58,4,2,61.80,DRD2
520,CHEMBL1276528,,CCN1CCC[C@H]1CNC(=O)c1c(C)c(C)cc(O)c1OC,306.41,2.23,4,2,61.80,DRD2
521,CHEMBL1276529,,CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1,306.41,2.18,4,2,61.80,DRD2
522,CHEMBL1276559,,CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1F,324.40,2.32,4,2,61.80,DRD2
523,CHEMBL1276560,,CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1Cl,340.85,2.83,4,2,61.80,DRD2
524,CHEMBL1276561,,CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1Br,385.30,2.94,4,2,61.80,DRD2
525,CHEMBL1276585,,CCCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1,320.43,2.57,4,2,61.80,DRD2
526,CHEMBL1276586,,CCN1CCC[C@H]1CNC(=O)c1cc(OC)cc(O)c1OC,308.38,1.62,5,2,71.03,DRD2
527,CHEMBL1276587,,CCN1CCC[C@H]1CNC(=O)c1c(Br)c(OC)cc(O)c1OC,387.27,2.39,5,2,71.03,DRD2
528,CHEMBL283099,,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1O,357.25,2.38,4,2,61.80,DRD2
529,CHEMBL1276615,,CCCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1Cl,354.88,3.22,4,2,61.80,DRD2
530,CHEMBL1276616,,CCN1CCC[C@H]1CNC(=O)c1c(Br)c(C)cc(O)c1OC,371.27,2.69,4,2,61.80,DRD2
531,CHEMBL1276645,,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(C)c1OC,306.41,2.23,4,1,50.80,DRD2
532,CHEMBL1276646,,CCc1c(Br)cc(O)c(OC)c1C(=O)NC[C@@H]1CCCN1CC,385.30,2.94,4,2,61.80,DRD2
533,CHEMBL1276647,,CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1CC,334.46,2.74,4,2,61.80,DRD2
534,CHEMBL282925,,CCc1ccc(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1OC,320.43,2.48,4,1,50.80,DRD2
535,CHEMBL282024,,CCN1CCC[C@H]1CNC(=O)c1c(OC)cccc1OC,292.38,1.92,4,1,50.80,DRD2
536,CHEMBL1276677,,CCc1ccc(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1,290.41,2.47,3,1,41.57,DRD2
537,CHEMBL1276269,,CCN1CCC[C@H]1CNC(=O)c1cccc(O)c1OC,278.35,1.61,4,2,61.80,DRD2
538,CHEMBL1276710,,CCN1CCC[C@H]1CNC(=O)c1c(Br)ccc(O)c1OC,357.25,2.38,4,2,61.80,DRD2
539,CHEMBL1276711,,CCN1CCC[C@H]1CNC(=O)c1c(C)c(Cl)cc(O)c1OC,326.82,2.58,4,2,61.80,DRD2
540,CHEMBL1276712,,CCN1CCC[C@H]1CNC(=O)c1c(OC)c(O)cc(Cl)c1OC,342.82,2.28,5,2,71.03,DRD2
541,CHEMBL1276740,,CCN1CCC[C@H]1CNC(=O)c1c(F)c(Br)cc(O)c1OC,375.24,2.52,4,2,61.80,DRD2
542,CHEMBL1276741,,CCN1CCC[C@H]1CNC(=O)c1c(C)c(Br)cc(O)c1OC,371.27,2.69,4,2,61.80,DRD2
543,CHEMBL1276742,,CCN1CCC[C@H]1CNC(=O)c1cc(C)cc(O)c1OC,292.38,1.92,4,2,61.80,DRD2
544,CHEMBL1276766,,CCCc1c(C)cc(O)c(OC)c1C(=O)NC[C@@H]1CCCN1CC,334.46,2.88,4,2,61.80,DRD2
545,CHEMBL1276767,,CCN1CCC[C@H]1CNC(=O)c1cc([N+](=O)[O-])cc(O)c1OC,323.35,1.52,6,2,104.94,DRD2
546,CHEMBL1275709,,CN(C)[C@@H]1CC[C@H](c2c[nH]c3ccc(C#N)cc23)C1,253.35,3.24,2,1,42.82,DRD2
547,CHEMBL1275791,,CN(C)[C@H]1CC[C@@H](c2c[nH]c3ccc(F)cc23)C1,246.33,3.50,1,1,19.03,DRD2
548,CHEMBL1278088,,Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2c(c1=O)CCCC2,432.57,2.53,7,1,80.28,DRD2
549,CHEMBL1642116,,CN1CCN(c2ccc3c(c2)N(S(=O)(=O)c2ccc4ccccc4c2)CCC3=O)CC1,435.55,3.37,5,0,60.93,DRD2
550,CHEMBL1642117,,CN1CCN(c2cccc3c2C(=O)CCN3S(=O)(=O)c2ccc3ccccc3c2)CC1,435.55,3.37,5,0,60.93,DRD2
551,CHEMBL1642118,,CC1CC(=O)c2ccc(N3CCN(C)CC3)cc2N1S(=O)(=O)c1ccc2ccccc2c1,449.58,3.76,5,0,60.93,DRD2
552,CHEMBL1642123,,CC1CC(=O)c2c(N3CCN(C)CC3)cccc2N1S(=O)(=O)c1ccc2ccccc2c1,449.58,3.76,5,0,60.93,DRD2
553,CHEMBL1642126,,CCC1CC(=O)c2c(N3CCN(C)CC3)cccc2N1S(=O)(=O)c1ccc2ccccc2c1,463.60,4.15,5,0,60.93,DRD2
554,CHEMBL1642128,,Cc1cc(N2CCN(C)CC2)c2c(c1)N(S(=O)(=O)c1ccc3ccccc3c1)C(C)CC2=O,463.60,4.07,5,0,60.93,DRD2
555,CHEMBL1774533,,COc1ccc2oc(C(=O)NCCC(F)CN3CCN(c4cccc(Cl)c4Cl)CC3)cc2c1,494.39,5.03,5,1,57.95,DRD2
556,CHEMBL1774538,,COc1ccccc1N1CCN(CC(F)CCNC(=O)c2cc3ccccc3s2)CC1,441.57,4.19,5,1,44.81,DRD2
557,CHEMBL26,SULPIRIDE,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,341.43,0.56,5,2,101.73,DRD2
558,CHEMBL521582,,CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1.Cl,391.98,4.98,3,0,21.70,DRD2
559,CHEMBL1807825,,CCOc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,491.68,3.27,8,5,106.61,DRD2
560,CHEMBL1807824,,CCc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,475.68,3.44,7,5,97.38,DRD2
561,CHEMBL1807823,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3ccccc3)c2s1,447.63,2.87,7,5,97.38,DRD2
562,CHEMBL1807822,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCOCCc3cccc4ccccc34)c2s1,482.60,3.74,7,4,103.81,DRD2
563,CHEMBL1807821,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCOCCc3ccccc3)c2s1,432.54,2.58,7,4,103.81,DRD2
564,CHEMBL1807820,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCOCCc3cccc4ccccc34)c2s1,498.67,4.45,7,4,94.58,DRD2
565,CHEMBL1807819,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCCOCCc3ccccc3)c2s1,462.64,3.69,7,4,94.58,DRD2
566,CHEMBL1807818,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCOCCc3ccccc3)c2s1,448.61,3.30,7,4,94.58,DRD2
567,CHEMBL1807817,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCOCCc3ccccc3)c2s1,448.61,3.30,7,4,94.58,DRD2
568,CHEMBL82663,SIBENADET,O=S(=O)(CCCOCCc1ccccc1)CCNCCc1ccc(O)c2nc(O)sc12,464.61,2.90,8,3,108.75,DRD2
569,CHEMBL1346,DARIFENACIN,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,426.56,3.96,3,1,55.56,DRD2
570,CHEMBL1256786,FORMOTEROL,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,344.41,2.22,5,4,90.82,DRD2
571,CHEMBL1807826,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(C(F)(F)F)c3)c2s1,515.62,3.89,7,5,97.38,DRD2
572,CHEMBL1807827,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3)c2s1,482.07,3.53,7,5,97.38,DRD2
573,CHEMBL1807828,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3ccccc3Cl)c2s1,482.07,3.53,7,5,97.38,DRD2
574,CHEMBL1807829,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3Cl)c2s1,516.52,4.18,7,5,97.38,DRD2
575,CHEMBL1807830,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCC[S+]([O-])CCCNCCc3cccc(Cl)c3)c2s1,498.07,2.54,7,5,120.44,DRD2
576,CHEMBL1807831,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCS(=O)(=O)CCCNCCc3cccc(Cl)c3)c2s1,514.07,2.21,8,5,131.52,DRD2
577,CHEMBL1807832,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCOCCCNCCc3cccc(Cl)c3)c2s1,466.00,2.81,7,5,106.61,DRD2
578,CHEMBL1807869,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCNCCc3cccc(Cl)c3)c2s1,482.07,3.53,7,5,97.38,DRD2
579,CHEMBL1807870,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCNCCc3ccccc3Cl)c2s1,482.07,3.53,7,5,97.38,DRD2
580,CHEMBL1807871,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCNCCc3cccc(Cl)c3Cl)c2s1,516.52,4.18,7,5,97.38,DRD2
581,CHEMBL1807872,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCNCCc3cccc(Cl)c3)c2s1,466.00,2.81,7,5,106.61,DRD2
582,CHEMBL1807873,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCNCCc3cccc(Cl)c3Cl)c2s1,500.45,3.46,7,5,106.61,DRD2
583,CHEMBL1807874,,CN(CCOCCCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)CCc1ccccc1,445.59,2.50,7,4,97.82,DRD2
584,CHEMBL3216758,,Cc1nc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1.Cl.Cl.Cl.Cl,618.26,4.35,5,1,53.40,DRD2
585,CHEMBL3216098,,Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1.Cl.Cl.Cl.Cl,632.29,4.74,5,1,53.40,DRD2
586,CHEMBL49,BUSPIRONE,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,385.51,2.09,6,0,69.64,DRD2
587,CHEMBL493,BROMOCRIPTINE,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,654.61,3.19,6,3,118.21,DRD2
588,CHEMBL508112,BENZOTHIAZYL DISULFIDE,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,332.50,5.71,6,0,25.78,DRD2
589,CHEMBL296419,ASTEMIZOLE,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,458.58,5.35,5,1,42.32,DRD2
590,CHEMBL1113,AMOXAPINE,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,313.79,3.43,4,1,36.86,DRD2
591,CHEMBL633,AMIODARONE,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,645.32,6.94,4,0,42.68,DRD2
592,CHEMBL1403281,ERGOCRYPTINE,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,575.71,2.43,6,3,118.21,DRD2
593,CHEMBL629,AMITRIPTYLINE,CN(C)CCC=C1c2ccccc2CCc2ccccc21,277.41,4.17,1,0,3.24,DRD2
594,CHEMBL64894,GENTIAN VIOLET,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],407.99,4.46,2,0,9.49,DRD2
595,CHEMBL808,ECONAZOLE,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,381.69,5.80,3,0,27.05,DRD2
596,CHEMBL1385840,ERGOCORNINE,CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,561.68,2.04,6,3,118.21,DRD2
597,CHEMBL30008,FLUNARIZINE,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,404.50,5.39,2,0,6.48,DRD2
598,CHEMBL119443,ERGONOVINE,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,325.41,1.53,3,3,68.36,DRD2
599,CHEMBL726,FLUPHENAZINE,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,437.53,4.31,5,1,29.95,DRD2
600,CHEMBL442,ERGOTAMINE,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,581.67,1.99,6,3,118.21,DRD2
601,CHEMBL1108,DROPERIDOL,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,379.44,3.68,4,1,58.10,DRD2
602,CHEMBL1626,CLEMASTINE,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,343.90,5.10,2,0,12.47,DRD2
603,CHEMBL936,DIPHENIDOL,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,309.45,4.19,2,1,23.47,DRD2
604,CHEMBL1255837,DIHYDROERGOCRISTINE MESYLATE,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CS(=O)(=O)O,707.85,2.72,6,3,118.21,DRD2
605,CHEMBL964,DISULFIRAM,CCN(CC)C(=S)SSC(=S)N(CC)CC,296.55,3.62,4,0,6.48,DRD2
606,CHEMBL104,CLOTRIMAZOLE,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,344.85,5.38,2,0,17.82,DRD2
607,CHEMBL1732,DIHYDROERGOTAMINE,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,583.69,2.08,6,3,118.21,DRD2
608,CHEMBL411,DIETHYLSTILBESTROL,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,268.36,4.83,2,2,40.46,DRD2
609,CHEMBL43064,CINNARIZINE,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,368.52,5.11,2,0,6.48,DRD2
610,CHEMBL71,CHLORPROMAZINE,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,318.87,4.89,3,0,6.48,DRD2
611,CHEMBL415,CLOMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,314.86,4.53,2,0,6.48,DRD2
612,CHEMBL516,CYPROHEPTADINE,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,287.41,4.70,1,0,3.24,DRD2
613,CHEMBL219916,DOMPERIDONE,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,425.92,3.35,5,2,78.82,DRD2
614,CHEMBL723,CARVEDILOL,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,406.48,3.74,5,3,75.74,DRD2
615,CHEMBL564,PROMAZINE,CN(C)CCCN1c2ccccc2Sc2ccccc21,284.43,4.24,3,0,6.48,DRD2
616,CHEMBL643,PROMETHAZINE,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,284.43,4.24,3,0,6.48,DRD2
617,CHEMBL531,PERGOLIDE,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,314.50,4.27,2,1,19.03,DRD2
618,CHEMBL1909072,PIPAMAZINE,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,401.96,4.53,4,1,49.57,DRD2
619,CHEMBL715,OLANZAPINE,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,312.44,3.44,5,1,30.87,DRD2
620,CHEMBL716,QUETIAPINE,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,383.52,2.86,6,1,48.30,DRD2
621,CHEMBL728,PROCHLORPERAZINE,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,373.95,4.58,4,0,9.72,DRD2
622,CHEMBL1065,METHYSERGIDE,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,353.47,1.94,4,2,57.50,DRD2
623,CHEMBL21731,MAPROTILINE,CNCCCC12CCC(c3ccccc31)c1ccccc12,277.41,4.21,1,1,12.03,DRD2
624,CHEMBL86,METOCLOPRAMIDE,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,299.80,2.00,4,2,67.59,DRD2
625,CHEMBL91,MICONAZOLE,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,416.13,6.45,3,0,27.05,DRD2
626,CHEMBL19215,METERGOLINE,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,403.53,4.06,4,1,46.50,DRD2
627,CHEMBL1221512,,CC[C@H](C)[C@@H](CO[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCS(C)(=O)=O)C(=O)OC(C)C)NC[C@@H](N)CS,559.80,1.75,9,4,136.82,DRD2
628,CHEMBL157138,LISURIDE,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,338.46,2.84,2,2,51.37,DRD2
629,CHEMBL1909065,MADURAMICIN ACID,CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)O)O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@@H]4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C,917.14,4.32,16,4,208.75,DRD2
630,CHEMBL1201356,METHYLERGONOVINE,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,339.44,1.92,3,3,68.36,DRD2
631,CHEMBL141343,,Cc1c(C)c2c(c(C)c1O)CCC(C)(CN1CCN(c3cc(N4CCCC4)nc(N4CCCC4)n3)CC1)O2,520.72,4.21,8,1,68.20,DRD2
632,CHEMBL15245,YOHIMBINE,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,354.45,2.65,4,2,65.56,DRD2
633,CHEMBL479,THIORIDAZINE,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,370.59,5.89,4,0,6.48,DRD2
634,CHEMBL83,TAMOXIFEN,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,371.52,6.00,2,0,12.47,DRD2
635,CHEMBL84158,TIAPRIDE,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,328.43,1.17,5,1,75.71,DRD2
636,CHEMBL85,RISPERIDONE,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,410.49,3.59,6,0,64.16,DRD2
637,CHEMBL17157,TERFENADINE,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,471.69,6.45,3,2,43.70,DRD2
638,CHEMBL81,RALOXIFENE,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,473.59,6.08,6,2,70.00,DRD2
639,CHEMBL1624037,,CCOC(=O)N1CCC(NCCNC(=O)c2ccccc2C)CC1,333.43,1.94,4,2,70.67,DRD2
640,CHEMBL1916224,,CCOC(=O)N1CCC(N2CCC[C@@H](NC(=O)c3ccccc3C)C2)CC1,373.50,2.81,4,1,61.88,DRD2
641,CHEMBL1934127,,CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4[nH]c5ccc(Cl)cc5c4c3)CC2)c2ccccc21,458.01,6.09,2,2,48.13,DRD2
642,CHEMBL1934130,,CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4c(c3)c3ccccc3n4C(N)=O)CC2)c2ccccc21,466.59,4.84,4,2,80.36,DRD2
643,CHEMBL1947157,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4c(Cl)cccc4Cl)c3)c2s1,532.49,4.80,6,5,97.38,DRD2
644,CHEMBL1944689,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4c(Cl)cccc4Cl)cc3)c2s1,532.49,4.80,6,5,97.38,DRD2
645,CHEMBL1944690,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4Cl)c3)c2s1,498.05,4.15,6,5,97.38,DRD2
646,CHEMBL1944691,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4F)c3)c2s1,481.59,3.63,6,5,97.38,DRD2
647,CHEMBL1944692,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccc4F)cc3)c2s1,481.59,3.63,6,5,97.38,DRD2
648,CHEMBL1944693,,COc1ccccc1CCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,493.63,3.50,7,5,106.61,DRD2
649,CHEMBL1944694,,COc1ccccc1CCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,493.63,3.50,7,5,106.61,DRD2
650,CHEMBL1944695,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccc4)cc3)c2s1,463.60,3.49,6,5,97.38,DRD2
651,CHEMBL1945031,,Cc1cccc2c(CCNCc3cccc(CCNC[C@H](O)c4ccc(O)c5[nH]c(=O)sc45)c3)c[nH]c12,516.67,4.28,6,6,113.17,DRD2
652,CHEMBL1945032,,Cc1cccc2c(CCNCc3ccc(CCNC[C@H](O)c4ccc(O)c5[nH]c(=O)sc45)cc3)c[nH]c12,516.67,4.28,6,6,113.17,DRD2
653,CHEMBL1945033,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1,464.59,2.89,7,5,110.27,DRD2
654,CHEMBL1945034,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccn4)cc3)c2s1,464.59,2.89,7,5,110.27,DRD2
655,CHEMBL1945035,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccccc3CNCCc3ccccc3F)c2s1,481.59,3.63,6,5,97.38,DRD2
656,CHEMBL1945036,,CC(CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1)c1ccccc1,477.63,4.05,6,5,97.38,DRD2
657,CHEMBL1945037,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCCc4ccccc4)c3)c2s1,477.63,3.88,6,5,97.38,DRD2
658,CHEMBL1945038,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCCc4ccccn4)c3)c2s1,478.62,3.28,7,5,110.27,DRD2
659,CHEMBL1945039,,COc1ccccc1CNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,479.60,3.46,7,5,106.61,DRD2
660,CHEMBL1945040,,COc1ccccc1CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,479.60,3.46,7,5,106.61,DRD2
661,CHEMBL1945041,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4Cl)c3)c2s1,484.02,4.10,6,5,97.38,DRD2
662,CHEMBL1945042,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4F)c3)c2s1,467.57,3.59,6,5,97.38,DRD2
663,CHEMBL1945043,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccn4)c3)c2s1,450.56,2.85,7,5,110.27,DRD2
664,CHEMBL1945044,,COc1cccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)c1,479.60,3.46,7,5,106.61,DRD2
665,CHEMBL1945289,,COc1ccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)cc1,479.60,3.46,7,5,106.61,DRD2
666,CHEMBL1945290,,CCOc1ccccc1CNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,493.63,3.85,7,5,106.61,DRD2
667,CHEMBL1945291,,COc1ccccc1CN(C)Cc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,493.63,3.80,7,4,97.82,DRD2
668,CHEMBL1945292,,COCCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,417.53,1.90,7,5,106.61,DRD2
669,CHEMBL1945293,,COCCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,417.53,1.90,7,5,106.61,DRD2
670,CHEMBL1945294,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCCC4)c3)c2s1,413.54,2.76,6,4,88.59,DRD2
671,CHEMBL1945296,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCc3cccc(CNCCc4c(Cl)cccc4Cl)c3)c2s1,546.52,5.19,6,5,97.38,DRD2
672,CHEMBL1945297,,CC(Cc1cccc(CNCCc2c(Cl)cccc2Cl)c1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12,546.52,5.19,6,5,97.38,DRD2
673,CHEMBL1945298,,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCOc3cccc(CNCCc4ccccc4F)c3)c2s1,497.59,3.47,7,5,106.61,DRD2
